date,open,high,low,close,volume
2015-01-01 00:00:00+05:30,67.5,68.75,66.09,67.7,1145269
2015-01-02 00:00:00+05:30,67.59,68.25,67.05,67.45,1084284
2015-01-05 00:00:00+05:30,67.45,68.3,66.3,66.55,1813308
2015-01-06 00:00:00+05:30,66.5,68.5,65.09,65.65,5331713
2015-01-07 00:00:00+05:30,66.0,67.65,64.7,66.65,2158421
2015-01-08 00:00:00+05:30,67.4,70.15,67.09,68.59,10319495
2015-01-09 00:00:00+05:30,70.4,71.3,66.25,67.55,9298684
2015-01-12 00:00:00+05:30,67.45,69.0,66.45,68.65,2736326
2015-01-13 00:00:00+05:30,68.65,68.9,66.15,67.4,1601308
2015-01-14 00:00:00+05:30,67.4,68.45,66.4,68.05,8979581
2015-01-15 00:00:00+05:30,68.59,70.0,67.8,68.65,2572685
2015-01-16 00:00:00+05:30,68.5,69.7,67.8,68.65,2967133
2015-01-19 00:00:00+05:30,68.2,69.2,68.09,68.5,2320370
2015-01-20 00:00:00+05:30,69.09,71.9,69.09,69.75,11903746
2015-01-21 00:00:00+05:30,70.34,71.8,68.5,71.15,6713177
2015-01-22 00:00:00+05:30,71.45,75.09,70.9,74.45,18056037
2015-01-23 00:00:00+05:30,76.0,81.25,75.9,79.4,17521181
2015-01-27 00:00:00+05:30,79.9,82.0,77.9,78.95,6169254
2015-01-28 00:00:00+05:30,78.4,81.0,78.15,79.8,4111538
2015-01-29 00:00:00+05:30,79.75,81.4,79.09,80.84,5472852
2015-01-30 00:00:00+05:30,81.05,81.2,78.4,79.34,2885768
2015-02-02 00:00:00+05:30,79.0,81.0,78.4,80.45,4221071
2015-02-03 00:00:00+05:30,81.5,83.75,81.0,82.05,6414487
2015-02-04 00:00:00+05:30,82.5,82.5,79.59,80.3,3363263
2015-02-05 00:00:00+05:30,80.4,82.0,76.25,77.84,2949216
2015-02-06 00:00:00+05:30,78.0,80.0,74.5,78.15,9234173
2015-02-09 00:00:00+05:30,77.5,78.15,75.7,76.95,4433737
2015-02-10 00:00:00+05:30,76.0,79.9,75.8,78.4,2992549
2015-02-11 00:00:00+05:30,78.59,79.9,77.9,79.34,2039068
2015-02-12 00:00:00+05:30,79.95,80.34,78.45,79.55,1516635
2015-02-13 00:00:00+05:30,79.9,82.4,79.3,81.95,5453982
2015-02-16 00:00:00+05:30,81.9,82.35,80.5,81.15,2057094
