date,open,high,low,close,volume
2015-01-01 00:00:00+05:30,466.8,477.15,457.45,460.1,20287
2015-01-02 00:00:00+05:30,460.15,464.6,458.2,460.95,7180
2015-01-05 00:00:00+05:30,463.9,481.9,456.85,465.2,48041
2015-01-06 00:00:00+05:30,462.65,473.15,452.7,458.0,34754
2015-01-07 00:00:00+05:30,459.15,468.35,451.65,455.25,52894
2015-01-08 00:00:00+05:30,456.4,477.65,456.4,472.6,31942
2015-01-09 00:00:00+05:30,474.25,475.3,455.95,464.9,351177
2015-01-12 00:00:00+05:30,463.55,478.4,460.1,472.25,467812
2015-01-13 00:00:00+05:30,471.55,481.9,465.2,467.55,480364
2015-01-14 00:00:00+05:30,468.65,471.45,457.35,459.6,10167
2015-01-15 00:00:00+05:30,473.35,477.65,462.95,466.45,69191
2015-01-16 00:00:00+05:30,465.0,471.55,464.85,466.3,5353
2015-01-19 00:00:00+05:30,466.3,482.35,465.15,473.9,61408
2015-01-20 00:00:00+05:30,473.4,477.85,467.25,470.45,15881
2015-01-21 00:00:00+05:30,473.35,474.0,457.45,459.05,16398
2015-01-22 00:00:00+05:30,459.05,472.45,440.45,452.6,110325
2015-01-23 00:00:00+05:30,457.35,460.95,447.35,453.3,22950
2015-01-27 00:00:00+05:30,456.35,467.45,445.3,461.9,49115
2015-01-28 00:00:00+05:30,456.85,462.5,451.6,453.9,11337
2015-01-29 00:00:00+05:30,456.2,458.2,445.05,448.0,12642
2015-01-30 00:00:00+05:30,449.05,465.8,429.8,439.35,68875
2015-02-02 00:00:00+05:30,433.6,453.45,433.6,437.75,38778
2015-02-03 00:00:00+05:30,437.8,454.45,437.8,449.25,308249
2015-02-04 00:00:00+05:30,450.8,464.6,449.25,454.2,70667
2015-02-05 00:00:00+05:30,463.6,475.25,450.95,454.35,42459
2015-02-06 00:00:00+05:30,456.1,465.8,432.0,441.6,43214
2015-02-09 00:00:00+05:30,450.65,457.85,435.55,443.1,158678
2015-02-10 00:00:00+05:30,443.1,449.55,427.1,438.35,24916
2015-02-11 00:00:00+05:30,444.9,444.95,433.9,438.05,11375
2015-02-12 00:00:00+05:30,443.5,448.75,440.85,444.35,30565
2015-02-13 00:00:00+05:30,444.55,446.85,438.35,439.2,7205
2015-02-16 00:00:00+05:30,440.75,444.0,432.65,436.75,11050
2015-02-18 00:00:00+05:30,436.0,454.65,436.0,449.2,30484
2015-02-19 00:00:00+05:30,454.45,454.45,436.7,442.0,12209
2015-02-20 00:00:00+05:30,441.15,458.2,435.75,450.25,31827
2015-02-23 00:00:00+05:30,456.95,459.1,440.45,454.2,19675
2015-02-24 00:00:00+05:30,454.5,454.5,440.4,447.3,9572
2015-02-25 00:00:00+05:30,446.55,454.45,445.5,447.2,16353
2015-02-26 00:00:00+05:30,447.15,455.95,441.55,445.25,11245
2015-02-27 00:00:00+05:30,442.15,453.15,436.95,444.55,17596
2015-03-02 00:00:00+05:30,444.95,444.95,430.75,431.95,16932
2015-03-03 00:00:00+05:30,435.5,440.25,431.0,435.35,34237
2015-03-04 00:00:00+05:30,432.7,446.75,432.7,436.35,33947
2015-03-05 00:00:00+05:30,432.45,443.9,417.6,425.45,126467
2015-03-09 00:00:00+05:30,424.1,426.05,405.45,412.6,25827
2015-03-10 00:00:00+05:30,414.65,427.3,410.15,423.0,24670
2015-03-11 00:00:00+05:30,422.35,425.1,409.95,413.25,78910
2015-03-12 00:00:00+05:30,416.55,422.0,411.95,416.45,22072
2015-03-13 00:00:00+05:30,420.9,423.6,409.2,411.9,34197
2015-03-16 00:00:00+05:30,409.6,414.65,399.55,404.95,17498
2015-03-17 00:00:00+05:30,407.1,415.65,400.45,404.75,12892
2015-03-18 00:00:00+05:30,406.05,411.1,395.75,399.8,46333
2015-03-19 00:00:00+05:30,401.4,405.85,398.1,402.85,42039
2015-03-20 00:00:00+05:30,401.4,404.2,388.25,402.0,16300
2015-03-23 00:00:00+05:30,401.85,403.2,390.6,398.85,10386
2015-03-24 00:00:00+05:30,400.45,403.25,397.65,401.8,6836
2015-03-25 00:00:00+05:30,400.45,401.45,387.2,399.35,17183
2015-03-26 00:00:00+05:30,397.65,405.3,395.8,401.95,14117
2015-03-27 00:00:00+05:30,401.35,402.8,388.25,392.45,14584
2015-03-30 00:00:00+05:30,393.85,397.55,386.85,393.4,42772
2015-03-31 00:00:00+05:30,392.9,396.65,387.2,389.1,5778
