date,open,high,low,close,volume
2015-01-01 00:00:00+05:30,4494.0,4598.7,4460.75,4516.35,1109
2015-01-02 00:00:00+05:30,4489.0,4770.0,4470.0,4661.39,3746
2015-01-05 00:00:00+05:30,4601.0,4788.0,4601.0,4696.85,9778
2015-01-06 00:00:00+05:30,4700.0,4700.0,4420.0,4473.45,6819
2015-01-07 00:00:00+05:30,4473.45,4547.25,4470.0,4508.55,5477
2015-01-08 00:00:00+05:30,4549.1,4669.95,4540.7,4597.39,2134
2015-01-09 00:00:00+05:30,4614.0,4723.95,4612.05,4701.75,11141
2015-01-12 00:00:00+05:30,4660.85,4825.0,4612.6,4756.45,8418
2015-01-13 00:00:00+05:30,4767.2,4878.0,4748.85,4816.75,4723
2015-01-14 00:00:00+05:30,4824.89,4899.0,4762.25,4868.95,5937
2015-01-15 00:00:00+05:30,4880.0,4897.0,4705.25,4835.75,5670
2015-01-16 00:00:00+05:30,4809.95,4809.95,4754.05,4781.45,2314
2015-01-19 00:00:00+05:30,4782.35,5019.0,4753.3,4977.64,9613
2015-01-20 00:00:00+05:30,5024.95,5190.0,4999.64,5132.7,53925
2015-01-21 00:00:00+05:30,5134.0,5194.95,4949.95,4988.5,7900
2015-01-22 00:00:00+05:30,5088.0,5130.0,4949.95,5000.2,8965
2015-01-23 00:00:00+05:30,5079.0,5110.0,4997.14,5049.5,11621
2015-01-27 00:00:00+05:30,5100.0,5378.0,5036.0,5269.3,23764
2015-01-28 00:00:00+05:30,5269.3,5360.45,5220.5,5267.5,16503
2015-01-29 00:00:00+05:30,5369.95,5369.95,5265.0,5288.15,4450
2015-01-30 00:00:00+05:30,5310.0,5400.0,5258.5,5341.45,17102
2015-02-02 00:00:00+05:30,5400.0,5400.0,5265.0,5282.1,10462
2015-02-03 00:00:00+05:30,5326.95,5383.0,5108.7,5212.2,7224
2015-02-04 00:00:00+05:30,5220.0,5339.95,5015.64,5056.35,6427
2015-02-05 00:00:00+05:30,5138.0,5200.1,5060.0,5088.45,4175
2015-02-06 00:00:00+05:30,5080.14,5089.5,4772.05,4920.75,4510
2015-02-09 00:00:00+05:30,4980.0,4980.0,4751.0,4784.3,3121
2015-02-10 00:00:00+05:30,4777.95,5001.0,4750.0,4936.95,12870
2015-02-11 00:00:00+05:30,4925.0,5090.0,4887.6,5047.3,3239
2015-02-12 00:00:00+05:30,5069.35,5239.0,5064.3,5198.3,5687
2015-02-13 00:00:00+05:30,5283.75,5320.25,5120.0,5279.4,5944
2015-02-16 00:00:00+05:30,5349.95,5349.95,5269.0,5295.25,1980
2015-02-18 00:00:00+05:30,5290.0,5444.0,5251.1,5379.6,13753
2015-02-19 00:00:00+05:30,5368.5,5440.0,5191.1,5259.45,7156
2015-02-20 00:00:00+05:30,5263.95,5290.0,5207.25,5241.85,2052
2015-02-23 00:00:00+05:30,5210.1,5275.0,5129.05,5172.1,3296
2015-02-24 00:00:00+05:30,5179.95,5180.0,4950.0,4969.1,5140
2015-02-25 00:00:00+05:30,5050.0,5090.0,4950.45,5048.75,11505
2015-02-26 00:00:00+05:30,5084.5,5162.0,4965.64,5071.8,8440
2015-02-27 00:00:00+05:30,5088.95,5174.0,5088.95,5148.95,1414
2015-03-02 00:00:00+05:30,5050.0,5177.64,5003.7,5123.35,4562
2015-03-03 00:00:00+05:30,5165.0,5515.0,5106.35,5468.0,18589
2015-03-04 00:00:00+05:30,5451.0,5490.0,5226.14,5320.25,10025
2015-03-05 00:00:00+05:30,5325.0,5635.0,5325.0,5515.5,18315
2015-03-09 00:00:00+05:30,5564.1,5564.1,5465.0,5492.95,10965
2015-03-10 00:00:00+05:30,5500.0,5524.65,5406.0,5426.25,4375
2015-03-11 00:00:00+05:30,5466.2,5475.0,5375.0,5392.4,6625
2015-03-12 00:00:00+05:30,5500.0,5626.0,5419.95,5585.95,10134
2015-03-13 00:00:00+05:30,5625.0,5660.0,5570.0,5603.5,4885
2015-03-16 00:00:00+05:30,5615.0,5690.0,5490.0,5500.15,4692
2015-03-17 00:00:00+05:30,5597.1,5699.9,5491.05,5587.05,7469
2015-03-18 00:00:00+05:30,5595.0,5595.0,5462.5,5504.45,10101
2015-03-19 00:00:00+05:30,5550.0,5710.0,5506.0,5560.25,11868
2015-03-20 00:00:00+05:30,5581.15,5639.05,5505.5,5588.0,47803
2015-03-23 00:00:00+05:30,5597.6,5624.0,5475.0,5566.05,7694
2015-03-24 00:00:00+05:30,5617.0,5617.0,5450.0,5496.5,4407
2015-03-25 00:00:00+05:30,5500.6,5670.0,5480.1,5625.05,6490
2015-03-26 00:00:00+05:30,5578.95,5597.8,5460.0,5506.55,2979
2015-03-27 00:00:00+05:30,5549.0,5596.15,5455.0,5527.7,5211
2015-03-30 00:00:00+05:30,5570.0,5700.0,5550.0,5669.6,13396
2015-03-31 00:00:00+05:30,5698.6,5810.0,5666.5,5710.85,58530
2015-04-01 00:00:00+05:30,5719.95,5860.0,5700.95,5817.55,4100
2015-04-06 00:00:00+05:30,5851.0,5922.0,5805.0,5880.75,4913
2015-04-07 00:00:00+05:30,5890.0,6029.95,5850.0,5913.9,5531
2015-04-08 00:00:00+05:30,5866.4,6030.0,5866.4,5990.0,3168
2015-04-09 00:00:00+05:30,6038.7,6038.7,5805.55,5919.85,6407
2015-04-10 00:00:00+05:30,5964.45,5964.45,5707.1,5722.1,13267
2015-04-13 00:00:00+05:30,5800.0,5834.35,5700.0,5747.8,12313
2015-04-15 00:00:00+05:30,5845.0,5845.0,5650.0,5682.75,3065
2015-04-16 00:00:00+05:30,5699.0,5739.35,5560.55,5684.1,4780
2015-04-17 00:00:00+05:30,5720.0,5800.0,5627.2,5699.85,6795
2015-04-20 00:00:00+05:30,5700.0,5849.0,5510.0,5645.2,14920
