date,open,high,low,close,volume
2015-01-01 00:00:00+05:30,1082.3,1110.0,1069.2,1088.2,106514
2015-01-02 00:00:00+05:30,1085.0,1126.8,1085.0,1107.0,62698
2015-01-05 00:00:00+05:30,1114.0,1121.75,1100.0,1111.45,30575
2015-01-06 00:00:00+05:30,1100.45,1105.0,1065.0,1069.5,92172
2015-01-07 00:00:00+05:30,1050.0,1069.0,1006.8,1052.59,123885
2015-01-08 00:00:00+05:30,1092.0,1092.0,1016.1,1029.75,133772
2015-01-09 00:00:00+05:30,1039.65,1046.95,1005.15,1016.35,78091
2015-01-12 00:00:00+05:30,1020.0,1028.45,981.45,1008.25,117351
2015-01-13 00:00:00+05:30,1010.55,1039.0,992.5,1012.65,104945
2015-01-14 00:00:00+05:30,1019.7,1063.9,1016.5,1052.2,80473
2015-01-15 00:00:00+05:30,1070.0,1098.0,1070.0,1085.0,152943
2015-01-16 00:00:00+05:30,1088.0,1088.0,1050.0,1055.9,132178
2015-01-19 00:00:00+05:30,1077.7,1077.7,1032.0,1047.2,232839
2015-01-20 00:00:00+05:30,1051.0,1087.0,1051.0,1060.95,138339
2015-01-21 00:00:00+05:30,1062.25,1110.0,1062.25,1107.3,154674
2015-01-22 00:00:00+05:30,1115.0,1179.75,1113.0,1172.05,315829
2015-01-23 00:00:00+05:30,1184.9,1189.4,1125.0,1138.59,94506
2015-01-27 00:00:00+05:30,1143.0,1154.3,1116.0,1136.0,136749
2015-01-28 00:00:00+05:30,1146.0,1165.0,1129.59,1159.75,65838
2015-01-29 00:00:00+05:30,1156.0,1158.0,1123.84,1138.0,70077
2015-01-30 00:00:00+05:30,1175.0,1175.0,1126.0,1137.5,74441
2015-02-02 00:00:00+05:30,1134.0,1149.95,1111.75,1119.34,36367
2015-02-03 00:00:00+05:30,1144.0,1155.0,1115.09,1147.25,84642
2015-02-04 00:00:00+05:30,1148.0,1158.95,1132.0,1140.09,96392
2015-02-05 00:00:00+05:30,1144.0,1144.0,1085.0,1091.5,87753
2015-02-06 00:00:00+05:30,1137.0,1154.0,1053.05,1069.15,186943
2015-02-09 00:00:00+05:30,1067.15,1075.0,1014.0,1045.4,165297
2015-02-10 00:00:00+05:30,1059.0,1068.0,1021.15,1030.95,57226
2015-02-11 00:00:00+05:30,1035.0,1049.4,1029.59,1040.4,246071
2015-02-12 00:00:00+05:30,1044.0,1046.0,1017.0,1031.75,146914
2015-02-13 00:00:00+05:30,1035.0,1055.0,1020.0,1045.34,140902
2015-02-16 00:00:00+05:30,1050.0,1052.2,1027.59,1033.09,72142
2015-02-18 00:00:00+05:30,1037.0,1061.95,1032.5,1052.65,115803
2015-02-19 00:00:00+05:30,1050.0,1069.0,1042.15,1051.0,43083
2015-02-20 00:00:00+05:30,1055.0,1093.7,1047.0,1082.05,94852
2015-02-23 00:00:00+05:30,1095.0,1112.0,1076.34,1087.15,128308
2015-02-24 00:00:00+05:30,1085.05,1109.0,1056.0,1088.45,27875
2015-02-25 00:00:00+05:30,1085.0,1113.0,1081.3,1093.8,72440
2015-02-26 00:00:00+05:30,1091.0,1121.0,1091.0,1113.05,73721
2015-02-27 00:00:00+05:30,1117.0,1178.0,1109.8,1149.7,86747
2015-03-02 00:00:00+05:30,1134.0,1156.3,1132.25,1149.45,81206
2015-03-03 00:00:00+05:30,1181.9,1189.0,1136.4,1145.05,60769
2015-03-04 00:00:00+05:30,1145.05,1180.0,1145.05,1175.05,84567
2015-03-05 00:00:00+05:30,1179.0,1215.8,1179.0,1194.15,130291
2015-03-09 00:00:00+05:30,1194.2,1216.7,1182.09,1206.65,57868
2015-03-10 00:00:00+05:30,1203.0,1264.0,1203.0,1230.55,148218
2015-03-11 00:00:00+05:30,1235.0,1263.0,1216.5,1256.65,88497
2015-03-12 00:00:00+05:30,1251.0,1284.0,1251.0,1269.4,162271
2015-03-13 00:00:00+05:30,1273.95,1299.9,1245.25,1262.55,127776
2015-03-16 00:00:00+05:30,1265.0,1297.9,1242.3,1288.3,69198
2015-03-17 00:00:00+05:30,1295.0,1308.9,1251.3,1281.75,57389
2015-03-18 00:00:00+05:30,1270.0,1323.95,1251.09,1295.59,121700
2015-03-19 00:00:00+05:30,1309.0,1310.05,1222.09,1244.75,41621
2015-03-20 00:00:00+05:30,1244.0,1364.2,1215.0,1264.4,397557
2015-03-23 00:00:00+05:30,1254.0,1269.9,1232.0,1238.95,38355
2015-03-24 00:00:00+05:30,1245.0,1245.0,1165.3,1184.09,41409
